,Type,Include,ID,Group,Statement,CMP,ESI,MET,MGD,IMG,IMS,IMP,FAM,SRL,ALT,Good (4),Less good (3),Semantic (2) - category/desription,Bad (1),NOTE,prompt,values,model_response
59,Nonliterary,1.0,233.0,0.0,The desert is an oven.,6.41,6.47,3.9,4.9,6.1,5.67,5.23,5.37,5.13,2.1,The desert is hot.,The desert is square.,"The desert is dry, hot, and barren area of land.",The desert is cold.,,"""The desert is an oven.""

a) The desert is cold.
b) The desert is hot.
c) The desert is dry, hot, and barren area of land.
d) The desert is square.
",[1 4 2 3],"The speaker is saying c) the desert is dry, hot, and barren area of land."
60,Nonliterary,1.0,59.0,4.0,A match in a forest is a potato chip in a potato field.,3.67,3.2,2.73,2.27,2.57,3.2,3.03,2.53,2.76,1.1,A match in a forest is small.,A match in a forest can start a large fire.,A match in a forest is a small piece of flamable wood.,A match in a forest is large.,,"""A match in a forest is a potato chip in a potato field.""

a) A match in a forest is large.
b) A match in a forest is small.
c) A match in a forest can start a large fire.
d) A match in a forest is a small piece of flamable wood.
",[1 4 3 2],The speaker is saying c) a match in a forest can start a large fire.
61,Nonliterary,1.0,156.0,0.0,A mining town is a large tavern.,4.77,4.97,3.53,3.33,4.47,4.03,3.93,3.0,3.5,1.43,People who live in mining towns drink a lot of alcohol.,People who live in mining towns are friendly.,A mining town is a town where most people work at a mine.,People who live in mining towns never drink alcohol.,,"""A mining town is a large tavern.""

a) People who live in mining towns are friendly.
b) A mining town is a town where most people work at a mine.
c) People who live in mining towns never drink alcohol.
d) People who live in mining towns drink a lot of alcohol.
",[3 2 1 4],The speaker is saying b) a mining town is a town where most people work at a mine.
62,Literary,1.0,19.0,3.0,The stars are beads strung on one string.,5.47,4.57,3.1,3.47,4.33,4.33,3.93,3.87,2.23,1.5,The stars are connected.,The stars are circles.,The stars are in the sky.,The stars are disconnected.,,"""The stars are beads strung on one string.""

a) The stars are connected.
b) The stars are circles.
c) The stars are in the sky.
d) The stars are disconnected.
",[4 3 2 1],The speaker is saying a) the stars are connected.
63,Nonliterary,1.0,248.0,0.0,Featherweight boxers are wasps.,4.31,3.2,2.47,3.37,2.97,3.53,3.59,2.17,2.7,1.48,Featherweight boxers are agile.,Featherweight boxers are annoying.,Featherweight boxers are the lightest weightclass.,Featherweight boxers are pleasant.,,"""Featherweight boxers are wasps.""

a) Featherweight boxers are the lightest weightclass.
b) Featherweight boxers are agile.
c) Featherweight boxers are annoying.
d) Featherweight boxers are pleasant.
",[2 4 3 1],The speaker is saying c) featherweight boxers are annoying.
64,Nonliterary,1.0,81.0,0.0,An exaggeration is an invitation to falsehood.,5.13,5.8,4.1,4.4,3.63,4.23,3.73,3.7,4.72,1.59,An exaggeration is a precursor to a lie.,An exaggeration is worse than a lie.,An exaggeration is not entirely true.,An exaggeration is not a lie.,,"""An exaggeration is an invitation to falsehood.""

a) An exaggeration is worse than a lie.
b) An exaggeration is a precursor to a lie.
c) An exaggeration is not entirely true.
d) An exaggeration is not a lie.
",[3 4 2 1],The speaker is saying c) an exaggeration is not a lie.
65,Nonliterary,1.0,238.0,0.0,Newspapers are telescopes of events.,5.41,5.63,3.83,3.97,3.9,4.37,3.93,3.37,4.33,1.79,Newspapers enable more people from all over to learn about events.,Newspapers include a lot of information about events.,Newspapers are where the news is reported.,Newspapers prevent people from learning about events.,,"""Newspapers are telescopes of events.""

a) Newspapers are where the news is reported.
b) Newspapers include a lot of information about events.
c) Newspapers enable more people from all over to learn about events.
d) Newspapers prevent people from learning about events.
",[2 3 4 1],"
a) Newspapers are where the news is reported."
66,Nonliterary,1.0,15.0,0.0,Love is a flower.,5.84,5.96,2.92,3.8,4.59,5.0,4.65,5.21,4.33,3.08,Love is beautiful and grows.,Love dies.,Love is an emotion.,Love smells nice.,,"""Love is a flower.""

a) Love smells nice.
b) Love is an emotion.
c) Love dies.
d) Love is beautiful and grows.
",[1 2 3 4],The speaker is saying c) love is an emotion.
67,Nonliterary,1.0,239.0,0.0,Purgatory is the lobby of heaven.,4.14,4.62,3.17,4.0,4.14,3.5,3.41,2.69,3.07,1.07,na,na,na,na,Religious,"""Purgatory is the lobby of heaven.""

a) na
b) na
c) na
d) na
",[4 3 1 2],"
na"
68,Nonliterary,1.0,18.0,0.0,The queen is a nation's aunt.,3.88,4.63,3.12,2.6,2.21,2.93,2.58,2.25,2.85,0.88,The queen helps to lead a nation.,The queen helps to fund a nation.,The queen is a nation's leader.,The queen is unrelated to a nation.,,"""The queen is a nation's aunt.""

a) The queen is unrelated to a nation.
b) The queen helps to fund a nation.
c) The queen is a nation's leader.
d) The queen helps to lead a nation.
",[1 3 2 4],The speaker is saying c) the queen is a nation's leader.
69,Nonliterary,1.0,120.0,0.0,The creative mind is a kettle on the stove.,4.07,5.33,2.67,3.93,3.57,3.34,3.67,3.14,3.17,1.54,The creative mind needs time to warm up.,The creative mind needs tea to function.,The creative mind is a mind that is creating.,The creative mind is ready any time.,,"""The creative mind is a kettle on the stove.""

a) The creative mind is a mind that is creating.
b) The creative mind needs time to warm up.
c) The creative mind is ready any time.
d) The creative mind needs tea to function.
",[2 4 1 3],The speaker is saying c) the creative mind is ready any time.
70,Nonliterary,1.0,47.0,8.0,A white rabbit's fur in winter is a ready-made suit of long underwear.,5.63,6.07,3.57,3.83,4.73,4.83,5.03,2.97,4.53,1.57,A white rabbit's fur in winter is naturally warm and cozy.,A white rabbit's fur in winter is good camoflauge.,A white rabbit's fur in winter is the outermost part of the animal.,A white rabbit's fur in winter is naturally cold and uncomfortable.,,"""A white rabbit's fur in winter is a ready-made suit of long underwear.""

a) A white rabbit's fur in winter is the outermost part of the animal.
b) A white rabbit's fur in winter is naturally cold and uncomfortable.
c) A white rabbit's fur in winter is naturally warm and cozy.
d) A white rabbit's fur in winter is good camoflauge.
",[2 1 4 3],The speaker is saying c) a white rabbit's fur in winter is naturally warm and cozy.
71,Literary,1.0,23.0,8.0,Clouds are puffballs,6.6,6.67,4.5,4.07,6.37,5.97,6.2,6.1,5.13,1.7,Clouds look soft.,Clouds look delicious.,Clouds are a visible mass of condensed water floating in the atmosphere.,Clouds look rough.,,"""Clouds are puffballs""

a) Clouds are a visible mass of condensed water floating in the atmosphere.
b) Clouds look delicious.
c) Clouds look soft.
d) Clouds look rough.
",[2 3 4 1],The speaker is saying d) clouds look rough.
72,Nonliterary,1.0,79.0,19.0,Power is capitalism's narcotic.,4.9,4.6,3.57,4.67,3.3,3.3,3.4,3.13,3.83,1.55,Capitalism can be undermined by power.,Power can be injected.,Power is being able to take control.,Power can resolve problems.,,"""Power is capitalism's narcotic.""

a) Power is being able to take control.
b) Power can be injected.
c) Power can resolve problems.
d) Capitalism can be undermined by power.
",[2 3 1 4],The speaker is saying c) power can resolve problems.
73,Literary,1.0,65.0,1.0,Time is a priceless coin.,5.37,5.9,3.83,4.33,4.97,3.8,3.77,5.43,3.4,2.1,Time is extremely valuable.,Time is a circle.,Time is continued progress of existence.,Time is worthless.,,"""Time is a priceless coin.""

a) Time is continued progress of existence.
b) Time is extremely valuable.
c) Time is a circle.
d) Time is worthless.
",[2 4 3 1],The speaker is saying a) time is continued progress of existence.
74,Nonliterary,1.0,82.0,0.0,A sculpture is a landmark of an era.,5.47,4.97,4.4,3.87,3.57,4.07,3.67,3.5,4.55,1.66,Sculptures reflect the time and place they were created.,Sculptures are big.,A sculpture is a piece of art.,Sculptures have no connection to the time and place they were created.,,"""A sculpture is a landmark of an era.""

a) Sculptures have no connection to the time and place they were created.
b) A sculpture is a piece of art.
c) Sculptures reflect the time and place they were created.
d) Sculptures are big.
",[1 2 4 3],"
The speaker is saying c) sculptures reflect the time and place they were created."
75,Nonliterary,1.0,246.0,0.0,Migraine headaches are beating drums.,6.52,6.43,3.52,4.97,5.55,5.53,5.9,4.69,5.47,1.97,Migraine headaches can be throbbing.,Migraine headaches can make people sensitive to noise.,Migraine headaches are throbbing and painful.,Migraine headaches are comfortable.,,"""Migraine headaches are beating drums.""

a) Migraine headaches can make people sensitive to noise.
b) Migraine headaches are throbbing and painful.
c) Migraine headaches are comfortable.
d) Migraine headaches can be throbbing.
",[3 2 1 4],The speaker is saying b) migraine headaches are throbbing and painful.
76,Nonliterary,1.0,203.0,0.0,The army is a plague.,4.37,4.53,3.07,3.8,3.37,4.3,3.87,3.27,3.1,1.9,The army is killing people.,The army is making people sick.,The army is a branch of the military.,The army is keeping people alive.,,"""The army is a plague.""

a) The army is killing people.
b) The army is making people sick.
c) The army is keeping people alive.
d) The army is a branch of the military.
",[4 3 1 2],The speaker is saying c) the army is keeping people alive.
77,Nonliterary,1.0,68.0,0.0,An old man is a living history book.,6.2,6.43,4.03,4.53,4.6,5.17,5.1,4.77,4.72,2.03,An old man has a lot of knowledge about the past.,An old man has knowledge that could be tested in a history class.,An old man is a man who has lived a long time.,An old man is has little knowledge of the past.,,"""An old man is a living history book.""

a) An old man is a man who has lived a long time.
b) An old man has a lot of knowledge about the past.
c) An old man has knowledge that could be tested in a history class.
d) An old man is has little knowledge of the past.
",[2 4 3 1],The speaker is saying c) an old man has knowledge that could be tested in a history class.
78,Nonliterary,1.0,70.0,15.0,Freedom is a breath of fresh air.,5.93,6.13,3.47,4.87,4.77,5.03,4.53,5.47,5.17,2.0,Freedom is refreshing.,Freedom is cold.,Freedom is a value.,Freedom is difficult.,,"""Freedom is a breath of fresh air.""

a) Freedom is cold.
b) Freedom is difficult.
c) Freedom is a value.
d) Freedom is refreshing.
",[3 1 2 4],The speaker is saying c) freedom is a value.
79,Nonliterary,1.0,143.0,0.0,The past is a bottomless pit.,5.11,5.03,2.7,3.53,4.27,4.27,4.0,4.23,3.17,2.04,A person could spend all their time thinking about the past.,A person should spend all of their time thinking about the past.,The past is what has already happened.,The past is always easy to think about and never takes very long.,,"""The past is a bottomless pit.""

a) The past is always easy to think about and never takes very long.
b) A person could spend all their time thinking about the past.
c) A person should spend all of their time thinking about the past.
d) The past is what has already happened.
",[1 4 3 2],The speaker is saying b) a person could spend all their time thinking about the past.
80,Nonliterary,1.0,25.0,0.0,Experience is a used car salesman.,5.0,4.88,3.42,3.08,2.66,3.86,3.27,2.76,2.67,1.58,Experience can be misleading.,Experience can be helpful.,Experience is observation.,Experience can be hard to find.,,"""Experience is a used car salesman.""

a) Experience can be misleading.
b) Experience is observation.
c) Experience can be hard to find.
d) Experience can be helpful.
",[4 2 1 3],The speaker is saying c) experience can be hard to find.
81,Literary,1.0,21.0,6.0,A body is a prison for the soul.,6.13,6.03,4.03,4.6,3.9,4.17,4.4,5.67,4.0,1.8,A body is confining.,A body is in jail.,A body is the physical structure of a person.,A body can do anything.,,"""A body is a prison for the soul.""

a) A body can do anything.
b) A body is confining.
c) A body is the physical structure of a person.
d) A body is in jail.
",[1 4 2 3],The speaker is saying a) a body can do anything.
82,Nonliterary,1.0,159.0,0.0,Beware-of-dog signs are scarecrows.,5.63,6.13,4.07,3.8,4.8,4.4,5.1,3.43,4.5,1.57,Beware-of-dog signs are intended to keep certain people away.,Beware-of-dog signs are sometimes effective.,Beware-of-dog signs are inteded to keep intruders away.,Beware-of-dog signs are intended to attract certain people.,,"""Beware-of-dog signs are scarecrows.""

a) Beware-of-dog signs are intended to keep certain people away.
b) Beware-of-dog signs are inteded to keep intruders away.
c) Beware-of-dog signs are intended to attract certain people.
d) Beware-of-dog signs are sometimes effective.
",[4 2 1 3],The speaker is saying a) beware-of-dog signs are intended to keep certain people away.
83,Nonliterary,1.0,64.0,0.0,A shadow is a piece of night.,5.13,5.67,3.27,4.67,4.27,4.1,4.5,3.13,3.9,1.69,A shadow is dark.,A shadow is mysterious.,A shadow is obstructed light.,A shadow is bright.,,"""A shadow is a piece of night.""

a) A shadow is dark.
b) A shadow is mysterious.
c) A shadow is bright.
d) A shadow is obstructed light.
",[4 3 1 2],The speaker is saying a) a shadow is dark.
84,Nonliterary,1.0,196.0,0.0,Rain clouds are pregnant ghosts.,4.03,4.9,2.77,2.77,3.37,3.83,3.73,1.9,3.07,1.17,Rain clouds are full of water and moving around in the sky.,Rain clouds are full of water and staying still in the sky.,Rain clouds are filled with water.,Rain clouds are empty of water and moving around in the sky.,,"""Rain clouds are pregnant ghosts.""

a) Rain clouds are full of water and staying still in the sky.
b) Rain clouds are full of water and moving around in the sky.
c) Rain clouds are empty of water and moving around in the sky.
d) Rain clouds are filled with water.
",[3 4 1 2],The speaker is saying d) rain clouds are filled with water.
85,Nonliterary,1.0,94.0,0.0,An acrobat is the bird of the bigtop.,5.57,5.93,3.2,3.23,4.43,3.53,4.7,3.57,4.07,1.57,An acrobat performs in the air.,An acrobat has feathers.,An acrobat is a performer.,An acrobat performs on the ground.,,"""An acrobat is the bird of the bigtop.""

a) An acrobat has feathers.
b) An acrobat performs in the air.
c) An acrobat is a performer.
d) An acrobat performs on the ground.
",[3 4 2 1],The speaker is saying b) an acrobat is a performer.
86,Nonliterary,1.0,155.0,0.0,Coal mines are the bowels of the earth.,5.62,6.0,3.53,3.83,4.87,4.5,4.77,4.0,4.47,1.77,Coal mines are unpleasant places.,Coal mines are underground.,Coal mines are places where people extract coal from the land.,Coal mines are pleasant places.,,"""Coal mines are the bowels of the earth.""

a) Coal mines are unpleasant places.
b) Coal mines are places where people extract coal from the land.
c) Coal mines are underground.
d) Coal mines are pleasant places.
",[4 2 3 1],The speaker is saying c) coal mines are underground.
87,Nonliterary,1.0,244.0,0.0,The eager student is a sponge.,6.03,6.4,3.7,4.83,5.21,4.33,5.34,4.83,5.03,2.07,The eager student learns quickly.,The eager student has room to grow.,The eager student is excited to learn.,The eager student is patient.,,"""The eager student is a sponge.""

a) The eager student has room to grow.
b) The eager student is excited to learn.
c) The eager student is patient.
d) The eager student learns quickly.
",[3 2 1 4],The speaker is saying c) the eager student is patient.
88,Nonliterary,1.0,197.0,0.0,Wisdom is a weatherman.,3.13,3.3,2.43,2.13,1.67,2.83,2.1,1.8,2.03,1.17,Wisdom is trying over and over again to do something hard.,Wisdom is trying to predict the weather.,Wisdom is acquired over time.,Wisdom is doing nothing.,,"""Wisdom is a weatherman.""

a) Wisdom is doing nothing.
b) Wisdom is trying to predict the weather.
c) Wisdom is acquired over time.
d) Wisdom is trying over and over again to do something hard.
",[1 3 2 4],The speaker is saying c) wisdom is acquired over time.
89,Nonliterary,1.0,108.0,1.0,A butterfly is a flower.,4.8,5.1,2.33,3.27,4.3,3.9,3.87,3.73,3.13,1.64,A butterfly is beautiful.,A butterfly is colorful.,A butterfly is a flying insect.,A butterfly is ugly.,,"""A butterfly is a flower.""

a) A butterfly is beautiful.
b) A butterfly is ugly.
c) A butterfly is a flying insect.
d) A butterfly is colorful.
",[4 1 2 3],The speaker is saying b) a butterfly is ugly.
90,Nonliterary,1.0,102.0,0.0,A chicken is a walking egg carton.,5.7,5.8,3.0,3.7,3.83,3.63,5.17,3.03,3.83,1.79,A chicken is convenient for producing eggs.,A chicken fits in a box.,A chicken is a bird that lays eggs.,Chickens are inconvenient.,,"""A chicken is a walking egg carton.""

a) A chicken is a bird that lays eggs.
b) Chickens are inconvenient.
c) A chicken fits in a box.
d) A chicken is convenient for producing eggs.
",[2 1 3 4],The speaker is saying b) Chickens are inconvenient.
91,Nonliterary,1.0,178.0,0.0,A liar's tongue is a spear of distrust.,5.53,5.87,2.97,5.27,5.1,4.8,4.5,3.43,5.2,2.0,Don't trust what a liar says.,Don't do what a liar says.,A liar's tongue is a part of their mouth.,Always trust what a liar says.,,"""A liar's tongue is a spear of distrust.""

a) A liar's tongue is a part of their mouth.
b) Don't do what a liar says.
c) Always trust what a liar says.
d) Don't trust what a liar says.
",[2 3 1 4],The speaker is saying c) always trust what a liar says.
92,Nonliterary,1.0,225.0,0.0,The blackmailer is a leech.,5.73,6.1,3.4,4.37,4.27,4.67,4.93,4.73,5.1,1.83,The blackmailer is bad person.,The blackmailer drinks blood.,The blackmailer is trying to take advantage of someone else.,The blackmailer is a good person.,,"""The blackmailer is a leech.""

a) The blackmailer is bad person.
b) The blackmailer is a good person.
c) The blackmailer is trying to take advantage of someone else.
d) The blackmailer drinks blood.
",[4 1 2 3],The speaker is saying c) the blackmailer is trying to take advantage of someone else.
93,Nonliterary,1.0,166.0,0.0,The degree is a doorway.,4.57,3.8,2.53,3.6,3.4,3.3,3.37,4.43,3.73,1.5,The degree creates opportunities.,The degree helps me travel.,The degree is recognition.,The degree prevents me from gettign new opportunities.,,"""The degree is a doorway.""

a) The degree prevents me from gettign new opportunities.
b) The degree creates opportunities.
c) The degree is recognition.
d) The degree helps me travel.
",[1 4 2 3],The speaker is saying b) the degree creates opportunities.
94,Literary,1.0,86.0,0.0,Nerves after a quarrel are frozen leaves in winter.,5.27,4.73,3.3,5.2,5.2,4.1,5.37,4.8,4.53,1.77,Nerves after a quarrel are brittle.,Nerves after a quarrel are scarce.,Nerves are fibres in the body that transmit impulses of sensation.,Nerves after a quarrel are pliable.,,"""Nerves after a quarrel are frozen leaves in winter.""

a) Nerves are fibres in the body that transmit impulses of sensation.
b) Nerves after a quarrel are brittle.
c) Nerves after a quarrel are pliable.
d) Nerves after a quarrel are scarce.
",[2 4 1 3],The speaker is saying a) nerves are fibres in the body that transmit impulses of sensation.
95,Nonliterary,1.0,126.0,0.0,Discipline is fertilizer.,4.0,3.83,2.7,3.47,2.9,3.24,3.37,2.31,2.43,1.54,Discipline is helpful.,Discipline is a chemical.,Discipline is having a lot of will-power.,Discipline is hard.,,"""Discipline is fertilizer.""

a) Discipline is a chemical.
b) Discipline is having a lot of will-power.
c) Discipline is hard.
d) Discipline is helpful.
",[3 2 1 4],The speaker is saying c) discipline is hard.
96,Nonliterary,1.0,19.0,0.0,A kangaroo is a yo-yo.,5.08,5.38,2.46,3.32,3.31,2.9,4.31,3.0,3.33,1.38,A kangaroo is an animal that moves up and down.,A kangaroo is a toy,A kangaroo is a mammal.,A kangaroo is an animal that moves forward and back.,,"""A kangaroo is a yo-yo.""

a) A kangaroo is a mammal.
b) A kangaroo is an animal that moves forward and back.
c) A kangaroo is an animal that moves up and down.
d) A kangaroo is a toy
",[2 1 4 3],"
a) A kangaroo is a toy."
97,Nonliterary,1.0,200.0,0.0,Sarcastic smiles are acid.,5.23,5.67,3.2,4.3,4.43,4.6,4.63,3.93,4.17,2.03,Sarcastic smiles can inflict harm.,Sarcastic smiles can melt plastic.,Sarcastic smiles are not genuine.,Sarcastic smiles can be funny.,,"""Sarcastic smiles are acid.""

a) Sarcastic smiles can inflict harm.
b) Sarcastic smiles are not genuine.
c) Sarcastic smiles can melt plastic.
d) Sarcastic smiles can be funny.
",[4 2 3 1],The speaker is saying c) Sarcastic smiles can melt plastic.
98,Literary,1.0,85.0,0.0,Tranquility is a woodland river winding through hills in solitude.,6.27,6.13,4.03,5.3,5.77,4.53,5.97,593.0,4.93,1.93,Tranquility is beautiful.,Tranquility is lonely.,Tranquility is calmness.,Tranquility is hideous.,,"""Tranquility is a woodland river winding through hills in solitude.""

a) Tranquility is beautiful.
b) Tranquility is calmness.
c) Tranquility is lonely.
d) Tranquility is hideous.
",[4 2 3 1],The speaker is saying c) Tranquility is lonely.
99,Nonliterary,1.0,150.0,10.0,Alcohol is a crutch.,6.3,6.37,4.4,5.17,4.87,4.9,5.37,6.63,5.2,2.07,People can become dependent on alcohol.,Drinking provides support.,Alcohol is a drink that can make people feel relaxed.,Drinking is fun but risky.,,"""Alcohol is a crutch.""

a) Drinking is fun but risky.
b) Alcohol is a drink that can make people feel relaxed.
c) Drinking provides support.
d) People can become dependent on alcohol.
",[1 2 3 4],The speaker is saying c) drinking provides support.
100,Nonliterary,1.0,22.0,16.0,History is a mirror.,5.8,6.42,3.5,5.4,4.62,4.1,4.96,5.03,4.56,2.15,We see ourselves in history.,History is a piece of furnature.,History is what happened in the past.,History is unknowable.,,"""History is a mirror.""

a) History is a piece of furnature.
b) History is unknowable.
c) We see ourselves in history.
d) History is what happened in the past.
",[3 1 4 2],The speaker is saying c) we see ourselves in history.
101,Nonliterary,1.0,90.0,22.0,Sleep is an ocean.,3.83,4.27,2.47,2.9,3.4,3.6,2.83,3.43,2.37,1.93,Sleep is deep and calm.,Sleep is quiet but heavy.,Sleep is a physiological state.,Sleep is shallow and rough.,,"""Sleep is an ocean.""

a) Sleep is quiet but heavy.
b) Sleep is a physiological state.
c) Sleep is deep and calm.
d) Sleep is shallow and rough.
",[3 2 4 1],The speaker is saying d) sleep is shallow and rough.
102,Nonliterary,1.0,51.0,0.0,A museum is a history book.,6.6,6.48,4.63,5.17,5.87,5.73,5.7,5.73,5.47,1.93,A museum is filled with information.,A museum is boring.,A museum is a building.,A museum is useless.,,"""A museum is a history book.""

a) A museum is boring.
b) A museum is filled with information.
c) A museum is useless.
d) A museum is a building.
",[3 4 1 2],The speaker is saying c) a museum is a building.
103,Nonliterary,1.0,106.0,0.0,A lawyer is a lighthouse.,3.8,3.9,2.23,3.2,2.43,2.7,2.7,1.97,2.33,1.25,A lawyer helps you stay away from danger.,A lawyer lives close to the water.,A lawyer is a professional.,A lawyer causes problems.,,"""A lawyer is a lighthouse.""

a) A lawyer is a professional.
b) A lawyer causes problems.
c) A lawyer lives close to the water.
d) A lawyer helps you stay away from danger.
",[2 1 3 4],The speaker is saying c) a lawyer helps you stay away from danger.
104,Nonliterary,1.0,260.0,0.0,Respect is a precious gem.,6.24,6.2,3.33,4.97,5.21,5.21,5.03,5.0,5.3,1.85,Respect is valuable.,Respect is hard to find.,Respect is a feeling of admiration.,Respect is silly.,,"""Respect is a precious gem.""

a) Respect is valuable.
b) Respect is hard to find.
c) Respect is a feeling of admiration.
d) Respect is silly.
",[4 3 2 1],The speaker is saying b) respect is hard to find.
105,Nonliterary,1.0,136.0,0.0,A judge is a balance.,5.36,5.28,3.63,4.87,5.1,5.43,5.03,3.6,4.8,1.96,A judge is well-reasoned.,A judge is correct.,A judge is a person who makes important decisions.,A judge is flippant.,,"""A judge is a balance.""

a) A judge is flippant.
b) A judge is a person who makes important decisions.
c) A judge is correct.
d) A judge is well-reasoned.
",[1 2 3 4],The speaker is saying c) a judge is correct.
106,Nonliterary,1.0,36.0,0.0,Beavers are lumberjacks with fur coats.,6.3,6.45,3.53,5.2,5.6,5.07,5.57,4.93,5.27,1.9,Beavers cut down trees.,Beavers use tools.,Beavers are mammals.,Beavers never cut down trees.,,"""Beavers are lumberjacks with fur coats.""

a) Beavers cut down trees.
b) Beavers are mammals.
c) Beavers never cut down trees.
d) Beavers use tools.
",[4 2 1 3],The speaker is saying c) beavers never cut down trees.
107,Literary,1.0,12.0,0.0,Rain is a collection of sheeny tears.,5.03,5.87,3.87,4.3,5.03,5.4,5.13,4.83,4.47,1.57,Rain is shiny and wet and sad.,Rain is shiny and wet and small.,Rain is water that falls from the sky.,Rain is shiny and wet and happy.,,"""Rain is a collection of sheeny tears.""

a) Rain is shiny and wet and happy.
b) Rain is water that falls from the sky.
c) Rain is shiny and wet and small.
d) Rain is shiny and wet and sad.
",[1 2 3 4],The speaker is saying c) rain is shiny and wet and small.
108,Nonliterary,1.0,46.0,0.0,Perception is the father of memory.,4.53,4.97,2.93,4.17,2.9,3.93,3.1,3.17,4.47,1.33,You only remember what you see.,You only remember what you do.,Perception is part of experience.,You can remember everything.,,"""Perception is the father of memory.""

a) Perception is part of experience.
b) You only remember what you see.
c) You can remember everything.
d) You only remember what you do.
",[2 4 1 3],The speaker is saying c) you can remember everything.
109,Nonliterary,1.0,223.0,0.0,The pursuit of peace is a tortoise.,4.47,5.43,3.03,4.13,3.93,4.5,4.03,2.63,3.73,1.69,Progress has been slow in the pursuit of peace.,Progess has been amphibious in the pursuit of peace.,The pursuit of peace is seeking non-violent resolutions to problems.,Progress has been fast in the pursuit of peace.,,"""The pursuit of peace is a tortoise.""

a) The pursuit of peace is seeking non-violent resolutions to problems.
b) Progress has been fast in the pursuit of peace.
c) Progess has been amphibious in the pursuit of peace.
d) Progress has been slow in the pursuit of peace.
",[2 1 3 4],The speaker is saying c) progress has been amphibious in the pursuit of peace.
110,Nonliterary,1.0,73.0,0.0,Religion is the lifeblood of society.,4.9,4.9,3.17,3.83,2.9,3.53,3.33,3.6,3.86,1.83,Religion connects people in society.,Religion is necessary for society.,Religion is a particular system of faith and worship.,Religion is detrimental to society.,,"""Religion is the lifeblood of society.""

a) Religion is detrimental to society.
b) Religion connects people in society.
c) Religion is a particular system of faith and worship.
d) Religion is necessary for society.
",[1 4 2 3],The speaker is saying c) religion is a particular system of faith and worship.
111,Nonliterary,1.0,174.0,0.0,Ritual is the prison of individuality.,4.77,5.03,3.1,4.0,3.83,3.43,3.6,3.33,4.3,1.48,Ritual eliminates self-expression.,Ritual is physically confining.,Ritual is a behavior done as religious rite.,Ritual encourages self-expression.,,"""Ritual is the prison of individuality.""

a) Ritual is physically confining.
b) Ritual encourages self-expression.
c) Ritual eliminates self-expression.
d) Ritual is a behavior done as religious rite.
",[3 1 4 2],The speaker is saying c) ritual eliminates self-expression.
112,Nonliterary,1.0,31.0,2.0,A dusty and crowded attic is a paradise to child.,6.0,6.1,4.97,4.8,5.03,4.67,5.63,5.07,4.97,2.03,A dusty and crowded attic is fun for children.,A dusty and crowded attic has a lot of memories.,A dusty and crowded attic is a room in a house.,A dusty and crowded attic is a scary place,,"""A dusty and crowded attic is a paradise to child.""

a) A dusty and crowded attic is a scary place
b) A dusty and crowded attic has a lot of memories.
c) A dusty and crowded attic is a room in a house.
d) A dusty and crowded attic is fun for children.
",[1 3 2 4],The speaker is saying c) a dusty and crowded attic is a room in a house.
113,Nonliterary,1.0,72.0,0.0,A dog's stomach is his master's alarm clock.,5.03,5.97,3.07,4.37,3.9,3.17,4.0,3.4,3.55,1.45,Dog's are responsive to hunger.,Dog's dislike hunger.,A dog's stomach is an organ.,Dog's don't know when they're hungry.,,"""A dog's stomach is his master's alarm clock.""

a) A dog's stomach is an organ.
b) Dog's are responsive to hunger.
c) Dog's dislike hunger.
d) Dog's don't know when they're hungry.
",[2 4 3 1],The speaker is saying c) dog's dislike hunger.
114,Nonliterary,1.0,186.0,0.0,The winner's cup is the athlete's crown.,5.53,5.9,4.13,4.3,5.37,4.93,4.67,4.07,5.57,1.83,The winner's cup is the prize.,The winner's cup is a hat.,The winner's cup is award for winning the competition.,The winner's cup is a toy.,,"""The winner's cup is the athlete's crown.""

a) The winner's cup is the prize.
b) The winner's cup is a toy.
c) The winner's cup is award for winning the competition.
d) The winner's cup is a hat.
",[4 1 2 3],The speaker is saying c) the winner's cup is award for winning the competition.
115,Literary,1.0,32.0,8.0,Clouds are tossed pillows.,6.37,5.97,3.17,4.73,5.97,5.77,5.77,4.93,4.3,1.93,Clouds can look scattered around.,Clouds can look intricate.,Clouds are a visible mass of condensed water floating in the atmosphere.,Clouds can look orderly.,,"""Clouds are tossed pillows.""

a) Clouds can look scattered around.
b) Clouds can look intricate.
c) Clouds can look orderly.
d) Clouds are a visible mass of condensed water floating in the atmosphere.
",[4 3 1 2],The speaker is saying d) clouds are a visible mass of condensed water floating in the atmosphere.
116,Nonliterary,1.0,147.0,0.0,Smog is a shroud.,4.73,5.23,4.0,4.07,3.97,3.7,4.7,3.93,4.07,1.43,Smog makes it hard to see.,Smog is made of cloth.,Smog is pollution.,Smog makes it easy to see.,,"""Smog is a shroud.""

a) Smog makes it easy to see.
b) Smog is made of cloth.
c) Smog makes it hard to see.
d) Smog is pollution.
",[1 3 4 2],The speaker is saying c) smog makes it hard to see.
